,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,800.00","2,800.00","2,800.00",Rs./Quintal,0.08,Metric Tonnes,09-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"5,000.00","5,000.00","5,000.00",Rs./Quintal,0.08,Metric Tonnes,09-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.07,Metric Tonnes,09-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.06,Metric Tonnes,08-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.07,Metric Tonnes,08-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.08,Metric Tonnes,08-02-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.06,Metric Tonnes,08-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,200.00","2,200.00","2,200.00",Rs./Quintal,0.07,Metric Tonnes,07-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.07,Metric Tonnes,07-02-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,0.06,Metric Tonnes,07-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.07,Metric Tonnes,06-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"5,000.00","5,000.00","5,000.00",Rs./Quintal,0.04,Metric Tonnes,06-02-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.08,Metric Tonnes,06-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,200.00","2,200.00","2,200.00",Rs./Quintal,0.08,Metric Tonnes,05-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.06,Metric Tonnes,05-02-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.07,Metric Tonnes,05-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,200.00","3,200.00","3,200.00",Rs./Quintal,0.05,Metric Tonnes,04-02-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.06,Metric Tonnes,04-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.07,Metric Tonnes,03-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.07,Metric Tonnes,03-02-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,200.00","2,200.00","2,200.00",Rs./Quintal,0.08,Metric Tonnes,02-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,0.07,Metric Tonnes,02-02-2026
