,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"2,000.00","2,300.00","2,200.00",Rs./Quintal,23.90,Metric Tonnes,19-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,"1,100.00","1,700.00","1,550.00",Rs./Quintal,172.80,Metric Tonnes,19-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Jalander,FAQ,"2,100.00","2,600.00","2,450.00",Rs./Quintal,118.30,Metric Tonnes,19-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,"1,200.00","1,600.00","1,500.00",Rs./Quintal,67.30,Metric Tonnes,19-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,400.00","1,500.00","1,450.00",Rs./Quintal,25.50,Metric Tonnes,19-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,500.00,"1,000.00",850.00,Rs./Quintal,340.00,Metric Tonnes,19-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,600.00,"1,000.00",900.00,Rs./Quintal,131.40,Metric Tonnes,19-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,500.00","2,000.00","1,900.00",Rs./Quintal,0.10,Metric Tonnes,18-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,900.00,"1,200.00","1,100.00",Rs./Quintal,106.50,Metric Tonnes,18-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Jalander,FAQ,900.00,"1,100.00","1,000.00",Rs./Quintal,110.90,Metric Tonnes,18-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,700.00,"1,400.00","1,150.00",Rs./Quintal,373.70,Metric Tonnes,18-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,800.00","2,000.00","1,950.00",Rs./Quintal,13.10,Metric Tonnes,18-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,"1,250.00","1,750.00","1,600.00",Rs./Quintal,42.10,Metric Tonnes,18-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Jalander,FAQ,"1,500.00","1,800.00","1,700.00",Rs./Quintal,12.50,Metric Tonnes,18-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,"1,200.00","1,600.00","1,500.00",Rs./Quintal,120.70,Metric Tonnes,18-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,500.00","2,000.00","1,850.00",Rs./Quintal,26.80,Metric Tonnes,17-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,900.00,"1,250.00","1,150.00",Rs./Quintal,40.30,Metric Tonnes,17-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Jalander,FAQ,900.00,"1,100.00","1,050.00",Rs./Quintal,141.10,Metric Tonnes,17-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,700.00,"1,500.00","1,300.00",Rs./Quintal,397.40,Metric Tonnes,17-12-2025
